date,official_outlet_m3s,official_et_mm,official_surq_gen_mm,official_perc_mm,official_latq_mm,official_snopack_mm,official_soil_layer2_C,existing_ft_outlet_m3s,existing_ft_et_mm,existing_ft_surq_gen_mm,existing_ft_perc_mm,existing_ft_latq_mm,existing_ft_snopack_mm,existing_ft_soil_layer2_C,shaw_outlet_m3s,shaw_et_mm,shaw_surq_gen_mm,shaw_perc_mm,shaw_latq_mm,shaw_snopack_mm,shaw_soil_layer2_C
2022-02-08,7.834e-07,0.179,0.0,0.0,0.0,47.804,-11.052,7.737e-07,0.179,0.0,0.067,0.027,47.804,0.209,0.01054,0.119,0.0,0.184,0.0,86.112,0.183
2022-02-09,2.266e-06,0.0,0.0,0.0,0.0,48.391,-10.284,2.324e-06,0.0,0.0,0.067,0.029,48.391,0.393,0.01037,-0.048,0.0,0.182,0.0,86.498,0.208
2022-02-10,9.075,0.143,10.209,0.0,0.0,44.489,-9.014,5.653e-06,0.143,0.18,0.072,0.035,44.489,0.84,0.01021,0.476,0.499,0.181,0.0,87.441,0.365
2022-02-11,9.518e-05,0.0,21.844,0.0,0.0,30.137,-7.892,6.593e-06,0.0,0.439,0.083,0.049,30.137,1.12,0.01006,0.242,0.509,0.18,0.0,87.484,0.477
2022-02-12,1.466e-05,0.0,2.697,0.0,0.0,20.25,-7.891,3.713e-06,0.0,0.003,0.07,0.047,20.25,0.017,0.009903,0.157,0.009,0.178,0.0,86.676,0.5
2022-02-13,3.334e-06,0.205,0.227,0.0,0.0,20.375,-8.605,1.563e-07,0.205,0.0,0.059,0.039,20.375,-1.814,0.009753,0.501,0.001,0.178,0.0,86.081,0.506
2022-02-14,1.693e-06,0.383,0.024,0.0,0.0,20.375,-9.215,1.228e-07,0.383,0.0,0.051,0.031,20.375,-1.928,0.009614,0.146,0.0,0.178,0.0,85.72,0.478
2022-02-15,8.594e-07,0.167,0.003,0.0,0.0,20.375,-9.706,9.834e-08,0.167,0.0,0.052,0.025,20.375,-1.683,0.009482,0.068,0.0,0.178,0.0,85.693,0.439
2022-02-16,1.538e-06,0.0,0.0,0.0,0.0,20.561,-9.693,1.212e-06,0.0,0.0,0.066,0.027,20.561,-0.456,0.009361,-0.03,0.0,0.18,0.0,85.948,0.447
2022-02-17,9.219,0.138,38.792,0.0,0.0,11.071,-8.537,0.0001082,0.139,15.777,0.098,0.057,11.071,1.564,0.009299,0.527,0.873,0.184,0.0,91.409,0.461
2022-02-18,4.088e-05,0.0,2.563,0.0,0.0,8.583,-8.806,4.989e-05,0.0,4.169,0.067,0.051,8.583,-0.874,0.009184,0.135,0.0,0.189,0.0,101.911,0.633
2022-02-19,4.746e-06,0.0,0.251,0.0,0.0,15.821,-9.016,2.982e-06,0.0,0.318,0.06,0.042,15.821,-1.069,0.009071,0.195,0.0,0.196,0.0,106.373,0.693
2022-02-20,3.62e-06,0.0,0.028,0.0,0.0,16.171,-9.302,2.782e-06,0.0,0.032,0.06,0.036,16.171,-0.947,0.00901,0.081,0.0,0.205,0.0,105.111,0.709
2022-02-21,3.591e-06,0.0,0.003,0.0,0.0,17.021,-8.58,3.311e-06,0.0,0.004,0.087,0.053,17.021,0.166,0.008977,0.136,0.0,0.22,0.0,104.346,0.726
2022-02-22,6.919e-05,0.0,9.467,0.0,0.0,19.202,-7.998,4.296e-05,0.0,3.322,0.091,0.07,19.202,0.449,0.009017,0.13,0.161,0.249,0.0,108.083,0.704
2022-02-23,7.448e-05,0.0,10.935,0.0,0.0,22.015,-7.853,7.6e-05,0.0,11.161,0.09,0.081,22.015,0.277,0.009104,0.322,0.18,0.296,0.0,115.021,0.729
2022-02-24,3.604e-06,0.322,0.746,0.0,0.0,23.196,-8.23,4.409e-06,0.322,1.016,0.067,0.068,23.196,-0.997,0.009268,0.453,0.0,0.363,0.0,115.948,0.797
2022-02-25,2.269e-06,0.0,0.074,0.0,0.0,23.234,-8.759,2.27e-06,0.0,0.091,0.059,0.055,23.234,-1.27,0.009617,-0.025,0.0,0.463,0.0,113.292,0.825
2022-02-26,9.285e-07,0.375,0.008,0.0,0.0,23.271,-9.255,9.994e-07,0.375,0.01,0.059,0.045,23.271,-1.061,0.01027,0.079,0.0,0.659,0.0,112.222,0.818
2022-02-27,6.421e-06,0.0,0.001,0.0,0.0,24.557,-9.219,6.538e-06,0.0,0.001,0.067,0.042,24.557,-0.449,0.01152,0.149,0.0,1.009,0.0,112.667,0.838
2022-02-28,2.394e-07,0.144,0.0,0.0,0.0,25.843,-9.813,3.571e-07,0.144,0.0,0.059,0.036,25.843,-1.415,0.01355,0.318,0.0,1.438,0.0,113.118,0.824
2022-03-01,5.623e-07,0.0,0.0,0.0,0.0,25.881,-9.956,0.0001289,0.0,0.0,0.066,0.035,25.881,-0.736,0.01616,-0.041,0.0,1.758,0.0,112.586,0.817
2022-03-02,3.147e-06,0.053,0.0,0.0,0.0,26.619,-9.749,0.0002533,0.053,0.0,0.066,0.035,26.619,-0.468,0.01894,0.241,0.0,1.894,0.0,112.478,0.807
2022-03-03,1.354e-06,0.0,0.0,0.0,0.0,27.594,-10.043,0.0003673,0.0,0.0,0.066,0.035,27.594,-0.868,0.02162,0.057,0.0,1.898,0.0,112.372,0.781
2022-03-04,1.592e-08,0.305,0.0,0.0,0.0,27.869,-10.439,0.0004634,0.305,0.0,0.06,0.031,27.869,-0.985,0.02408,0.151,0.0,1.842,0.0,111.783,0.754
2022-03-05,6.692e-07,0.026,0.0,0.0,0.0,27.956,-10.102,0.0005693,0.026,0.0,0.066,0.031,27.956,-0.254,0.02629,0.054,0.0,1.766,0.0,111.054,0.747
2022-03-06,9.438,0.383,43.859,0.0,0.0,14.022,-8.69,9.342,0.387,25.87,0.103,0.064,14.022,3.899,0.02828,0.138,1.053,1.688,0.0,110.373,0.669
2022-03-07,5.86e-05,0.301,10.239,0.0,0.0,0.0,-7.496,0.0009774,0.304,17.039,0.096,0.082,0.0,1.243,0.02998,0.201,0.12,1.617,0.0,106.453,0.716
2022-03-08,2.372e-05,0.0,0.772,0.0,0.0,3.786,-7.061,0.001007,0.0,3.555,0.067,0.069,3.786,-0.511,0.03262,0.423,0.0,2.263,0.0,104.434,0.726
2022-03-09,3.868e-06,0.0,0.079,0.0,0.0,7.673,-6.628,0.001103,0.0,0.273,0.089,0.079,7.673,0.042,0.0437,0.221,0.0,6.658,0.0,104.965,0.855
2022-03-10,7.039e-06,0.0,1.081,0.0,0.0,7.354,-5.996,0.001223,0.0,0.097,0.091,0.088,7.354,0.406,0.05488,-0.022,0.002,6.89,0.0,102.379,0.856
2022-03-11,2.418e-05,0.295,5.662,0.009,0.0,3.836,-5.381,9.06,0.295,5.736,0.092,0.096,3.836,0.499,0.06304,0.097,0.076,5.614,0.0,98.874,0.83
2022-03-12,9.041,0.0,0.381,0.009,0.0,5.474,-5.254,0.001472,0.0,1.101,0.09,0.1,5.474,0.183,0.06939,0.343,0.0,4.863,0.0,99.194,0.77
2022-03-13,1.383e-06,0.0,0.037,0.0,0.0,10.311,-5.533,0.001506,0.0,0.287,0.067,0.083,10.311,-0.917,0.07463,0.353,0.0,4.463,0.0,100.047,0.782
2022-03-14,1.803e-05,0.0,3.828,0.051,0.002,8.673,-5.165,0.001611,0.0,1.799,0.089,0.089,8.673,0.271,0.0793,0.111,0.043,4.276,0.0,97.87,0.781
2022-03-15,1.078e-05,0.0,2.156,0.051,0.004,6.267,-4.597,0.001712,0.0,2.371,0.092,0.097,6.267,0.551,0.08336,0.043,0.011,4.081,0.0,95.297,0.855
2022-03-16,2.892e-05,0.344,6.248,0.051,0.005,2.799,-4.007,0.001829,0.348,7.175,0.092,0.103,2.799,1.823,0.08666,0.087,0.094,3.784,0.0,89.578,0.822
2022-03-17,1.959e-06,0.952,0.423,0.051,0.005,0.0,-2.553,0.001902,0.971,3.39,0.092,0.107,0.0,5.852,0.0896,0.582,0.0,3.683,0.0,77.793,0.808
2022-03-18,1.007e-06,1.678,0.042,0.053,0.007,0.0,-1.593,0.002028,1.712,10.646,0.096,0.114,0.0,4.463,0.09571,0.767,0.0,5.559,0.0,60.456,0.797
2022-03-19,3.587e-05,1.001,3.945,0.064,0.012,0.0,-0.75,0.002149,1.02,14.947,0.096,0.118,0.0,4.328,0.1186,1.567,0.106,14.393,0.001,43.008,0.851
2022-03-20,5.324e-05,0.472,7.835,0.071,0.02,0.0,-0.284,9.165,0.479,16.725,0.096,0.122,0.0,2.875,0.1559,0.492,0.137,22.343,0.001,25.176,0.975
2022-03-21,2.616e-06,1.212,0.54,0.071,0.026,0.0,-0.052,0.002253,1.238,5.365,0.093,0.122,0.0,1.839,0.1951,1.049,0.0,23.895,0.001,11.338,1.19
2022-03-22,1.386e-06,0.566,0.053,0.07,0.03,0.0,-0.163,0.002268,0.578,2.761,0.071,0.101,0.0,-0.019,0.2123,0.741,0.0,13.811,0.0,6.611,1.246
2022-03-23,7.652e-07,0.617,0.006,0.07,0.034,0.0,-0.207,0.002318,0.631,0.205,0.089,0.103,0.0,0.459,0.2187,0.593,0.0,8.748,0.0,5.043,1.631
2022-03-24,9.119e-05,0.708,12.44,0.089,0.053,0.0,0.273,0.002479,0.721,14.655,0.092,0.107,0.0,2.913,0.221,1.511,0.305,6.923,0.0,3.115,3.564
2022-03-25,2.66e-05,0.495,4.091,0.092,0.07,0.0,0.767,0.002495,0.503,9.346,0.094,0.112,0.0,3.577,0.2235,0.621,0.043,7.382,0.0,0.998,5.073
2022-03-26,2.821e-06,0.767,0.303,0.09,0.082,0.0,1.051,0.002535,0.783,6.115,0.094,0.115,0.0,2.752,0.2264,1.54,0.0,7.489,0.0,0.0,4.238
2022-03-27,1.629e-06,0.8,0.031,0.089,0.089,0.0,0.444,9.084,0.817,4.242,0.067,0.094,0.0,-1.462,0.2271,1.68,0.0,6.142,0.0,0.0,1.341
2022-03-28,2.491e-06,0.003,0.003,0.066,0.074,0.286,-0.677,0.002493,0.003,0.311,0.051,0.071,0.286,-5.319,0.2249,1.312,0.0,4.631,0.0,0.082,0.043
2022-03-29,1.22e-06,0.117,0.0,0.051,0.057,0.721,-1.365,0.002467,0.117,0.031,0.051,0.054,0.721,-3.101,0.2207,0.369,0.0,3.492,0.0,0.701,0.08
2022-03-30,3.209e-06,0.0,0.0,0.051,0.044,1.466,-1.721,0.002477,0.0,0.003,0.066,0.049,1.466,-0.899,0.2151,0.189,0.376,2.685,0.0,1.367,0.118
2022-03-31,9.127,0.769,14.207,0.057,0.036,1.032,-1.137,0.00256,0.782,0.339,0.089,0.065,1.032,4.037,0.2089,1.021,13.734,2.169,0.0,0.748,0.249
2022-04-01,1.228e-05,0.746,1.871,0.067,0.036,0.0,-0.617,0.002607,0.759,4.846,0.093,0.08,0.0,2.397,0.202,1.323,1.281,1.766,0.0,0.0,1.697
2022-04-02,2.64e-06,0.414,0.163,0.067,0.036,0.0,-0.432,0.002652,0.421,3.973,0.093,0.091,0.0,0.958,0.1951,0.841,0.113,1.512,0.0,0.0,2.315
2022-04-03,1.998e-05,0.502,2.264,0.07,0.038,0.0,-0.102,0.002713,0.511,4.615,0.092,0.099,0.0,1.671,0.1882,1.129,0.068,1.349,0.0,0.0,3.626
2022-04-04,3.156e-06,0.552,0.204,0.09,0.057,0.0,0.338,0.002747,0.561,3.074,0.092,0.104,0.0,2.642,0.1814,1.305,0.001,1.261,0.0,0.0,5.124
2022-04-05,9.492e-07,2.062,0.02,0.09,0.071,0.0,0.794,0.002793,2.107,3.172,0.092,0.108,0.0,3.213,0.175,2.909,0.0,1.24,0.0,0.0,4.13
2022-04-06,6.722e-07,1.457,0.002,0.089,0.082,0.0,1.651,0.002838,1.488,3.769,0.093,0.112,0.0,5.809,0.1689,1.926,0.0,1.255,0.0,0.0,7.412
2022-04-07,0.0001829,0.527,26.158,0.093,0.092,0.0,2.057,9.244,0.536,38.931,0.097,0.118,0.0,4.16,0.1631,1.521,0.659,1.267,0.0,0.0,6.792
2022-04-08,9.094,0.543,16.017,0.092,0.099,0.0,2.276,0.003044,0.551,22.233,0.095,0.12,0.0,3.304,0.1576,1.612,0.287,1.255,0.0,0.0,6.184
2022-04-09,3.752e-05,1.046,5.326,0.092,0.104,0.0,2.426,0.002995,1.065,7.028,0.092,0.12,0.0,2.953,0.1544,2.926,0.067,2.439,0.0,0.0,5.149
2022-04-10,4.875e-06,1.42,0.404,0.09,0.106,0.0,2.475,0.002986,1.449,0.544,0.09,0.118,0.0,2.569,0.1613,2.066,0.0,7.509,0.0,0.0,4.248
2022-04-11,2.699e-06,1.079,0.041,0.09,0.107,0.0,2.729,0.003011,1.101,0.056,0.09,0.116,0.0,3.81,0.1662,1.721,0.0,6.635,0.0,0.0,5.867
2022-04-12,2.001e-05,0.924,1.445,0.091,0.109,0.0,3.49,2.409e-05,0.94,2.179,0.091,0.116,0.0,7.439,0.1676,1.413,0.059,4.883,0.0,0.0,9.469
2022-04-13,2.174e-05,0.622,2.528,0.091,0.111,0.0,3.897,9.08,0.632,3.438,0.092,0.117,0.0,7.423,0.1667,1.599,0.036,3.776,0.0,0.0,8.684
2022-04-14,7.552e-05,1.394,10.913,0.092,0.113,0.0,4.494,0.0002552,1.419,11.371,0.092,0.117,0.0,8.73,0.1647,4.083,0.218,3.163,0.0,0.0,9.107
2022-04-15,8.246e-06,0.927,0.989,0.091,0.113,0.0,4.839,0.0003528,0.943,1.012,0.091,0.116,0.0,8.393,0.1622,2.026,0.004,2.874,0.0,0.0,9.314
2022-04-16,4.734e-05,0.791,6.542,0.092,0.114,0.0,4.691,0.000552,0.804,6.528,0.092,0.117,0.0,5.845,0.16,2.318,0.116,2.934,0.0,0.0,6.643
2022-04-17,2.965e-06,1.648,0.449,0.09,0.114,0.0,4.349,0.0006571,1.678,0.449,0.09,0.116,0.0,3.759,0.1581,3.026,0.0,3.085,0.0,0.0,3.704
2022-04-18,1.736e-06,1.055,0.044,0.09,0.113,0.0,4.331,0.0007968,1.074,0.044,0.09,0.114,0.0,4.616,0.1563,1.69,0.0,3.111,0.0,0.0,5.822
2022-04-19,5.512e-05,0.609,6.656,0.092,0.114,0.0,4.134,0.0009879,0.617,6.601,0.092,0.115,0.0,3.847,0.1544,1.365,0.179,2.935,0.0,0.0,5.421
2022-04-20,3.118e-06,1.002,0.472,0.09,0.114,0.0,3.966,0.001065,1.017,0.469,0.09,0.115,0.0,3.516,0.1519,2.092,0.0,2.619,0.0,0.0,4.366
2022-04-21,2.336e-05,0.588,2.63,0.091,0.114,0.0,4.048,0.00121,0.596,2.607,0.091,0.115,0.0,4.717,0.1492,1.299,0.049,2.422,0.0,0.0,6.521
2022-04-22,1.813e-06,1.268,0.191,0.09,0.114,0.0,4.216,0.001305,1.29,0.189,0.09,0.114,0.0,5.598,0.1465,2.524,0.0,2.368,0.0,0.0,6.445
2022-04-23,1.152e-06,1.608,0.019,0.09,0.113,0.0,4.065,0.001414,1.636,0.019,0.09,0.113,0.0,4.435,0.1438,2.415,0.0,2.309,0.0,0.0,4.43
2022-04-24,1.255e-06,0.847,0.002,0.089,0.112,0.0,4.392,0.001517,0.859,0.002,0.089,0.112,0.0,6.349,0.141,1.304,0.0,2.194,0.0,0.0,7.627
2022-04-25,5.135e-06,1.197,0.016,0.089,0.111,0.0,5.274,0.001619,1.215,0.014,0.089,0.112,0.0,10.065,0.138,1.696,0.009,2.01,0.0,0.0,11.297
2022-04-26,9.064,0.754,5.128,0.091,0.113,0.0,5.812,0.001759,0.764,5.056,0.091,0.113,0.0,10.294,0.1348,1.568,0.152,1.805,0.0,0.0,11.01
2022-04-27,1.671e-05,0.569,2.204,0.091,0.114,0.0,5.531,0.001822,0.576,2.182,0.091,0.114,0.0,6.574,0.1314,1.838,0.021,1.618,0.0,0.0,7.129
2022-04-28,1.886e-06,1.208,0.167,0.09,0.114,0.0,5.29,0.001893,1.227,0.166,0.09,0.114,0.0,5.205,9.185,2.609,0.0,1.477,0.0,0.0,5.751
2022-04-29,1.19e-06,1.12,0.017,0.09,0.113,0.0,5.135,0.001973,1.138,0.017,0.09,0.113,0.0,5.057,0.1243,1.883,0.0,1.404,0.0,0.0,5.874
2022-04-30,8.337e-07,1.422,0.002,0.089,0.112,0.0,5.245,8.326e-07,1.444,0.002,0.089,0.112,0.0,6.239,0.1209,2.074,0.0,1.373,0.0,0.0,6.918
2022-05-01,6.502e-07,1.403,0.0,0.088,0.111,0.0,5.786,0.0001716,1.425,0.0,0.088,0.111,0.0,8.353,0.1176,2.336,0.0,1.338,0.0,0.0,9.737
2022-05-02,1.215e-06,1.221,0.0,0.088,0.109,0.0,6.505,1.215e-06,1.237,0.0,0.088,0.109,0.0,10.479,0.1143,2.072,0.0,1.278,0.0,0.0,11.906
2022-05-03,5.019e-07,2.53,0.0,0.087,0.108,0.0,7.145,5.015e-07,2.568,0.0,0.087,0.108,0.0,11.462,0.1111,3.73,0.0,1.199,0.0,0.0,11.091
2022-05-04,4.695e-05,1.308,3.342,0.091,0.11,0.0,7.35,4.648e-05,1.326,3.245,0.091,0.11,0.0,10.244,0.1078,2.868,0.226,1.112,0.0,0.0,10.628
2022-05-05,2.094e-06,1.472,0.259,0.09,0.111,0.0,7.428,0.0001756,1.494,0.251,0.09,0.111,0.0,9.112,0.1045,3.329,0.0,1.024,0.0,0.0,9.546
2022-05-06,1.291e-06,1.71,0.026,0.089,0.11,0.0,7.391,0.0003383,1.735,0.025,0.089,0.11,0.0,8.204,0.1013,3.083,0.0,0.941,0.0,0.0,8.404
2022-05-07,8.817e-07,2.568,0.003,0.088,0.109,0.0,7.417,0.0004918,2.608,0.003,0.088,0.109,0.0,8.093,0.09802,3.832,0.0,0.87,0.0,0.0,7.615
2022-05-08,6.696e-07,2.339,0.0,0.087,0.107,0.0,7.736,0.000636,2.379,0.0,0.087,0.107,0.0,9.463,0.09481,3.355,0.0,0.813,0.0,0.0,9.268
2022-05-09,5.572e-07,2.683,0.0,0.086,0.105,0.0,8.409,5.56e-07,2.722,0.0,0.086,0.105,0.0,11.876,0.09167,3.721,0.0,0.765,0.0,0.0,11.509
2022-05-10,4.949e-07,2.454,0.0,0.085,0.103,0.0,9.22,4.94e-07,2.489,0.0,0.084,0.103,0.0,13.874,0.0886,3.338,0.0,0.721,0.0,0.0,13.59
2022-05-11,4.575e-07,2.694,0.0,0.083,0.1,0.0,10.097,4.566e-07,2.734,0.0,0.083,0.1,0.0,15.431,0.0856,3.583,0.0,0.678,0.0,0.0,14.594
2022-05-12,4.315e-07,3.598,0.0,0.082,0.097,0.0,11.129,4.305e-07,3.645,0.0,0.082,0.096,0.0,17.319,0.08267,4.302,0.0,0.636,0.0,0.0,16.093
2022-05-13,4.098e-07,4.22,0.0,0.08,0.093,0.0,12.198,4.086e-07,4.259,0.0,0.08,0.092,0.0,18.96,0.07979,4.666,0.0,0.595,0.0,0.0,17.054
2022-05-14,3.892e-07,3.947,0.0,0.078,0.088,0.0,13.198,3.877e-07,3.982,0.0,0.078,0.088,0.0,19.982,0.07698,4.396,0.0,0.555,0.0,0.0,17.987
2022-05-15,4.817e-05,1.917,0.393,0.086,0.091,0.0,13.651,4.81e-05,1.932,0.393,0.085,0.091,0.0,18.643,0.07428,2.975,0.393,0.517,0.0,0.0,17.986
2022-05-16,7.513e-05,1.9,7.137,0.09,0.098,0.0,14.066,9.103,1.913,6.88,0.09,0.097,0.0,18.225,0.07159,2.818,0.298,0.482,0.0,0.0,18.412
2022-05-17,4.561e-05,1.212,5.279,0.09,0.102,0.0,13.476,4.557e-05,1.22,5.251,0.09,0.102,0.0,13.449,0.06895,3.186,0.114,0.45,0.0,0.0,13.132
2022-05-18,3.719e-06,2.168,0.436,0.089,0.104,0.0,12.921,3.709e-06,2.183,0.433,0.089,0.103,0.0,11.343,0.06639,3.812,0.0,0.42,0.0,0.0,11.464
2022-05-19,3.23e-05,1.526,2.857,0.09,0.106,0.0,12.437,3.219e-05,1.535,2.836,0.09,0.106,0.0,10.612,0.06393,2.19,0.1,0.392,0.0,0.0,12.128
2022-05-20,2.172e-06,2.596,0.229,0.089,0.107,0.0,12.755,2.167e-06,2.613,0.228,0.089,0.106,0.0,13.899,0.06152,3.334,0.0,0.368,0.0,0.0,14.581
2022-05-21,6.772e-06,2.433,0.062,0.088,0.107,0.0,13.765,6.76e-06,2.449,0.06,0.088,0.107,0.0,18.861,0.0592,2.77,0.014,0.349,0.0,0.0,19.665
2022-05-22,5.196e-05,1.858,5.244,0.09,0.109,0.0,14.126,5.179e-05,1.869,5.209,0.09,0.109,0.0,18.093,0.05699,2.667,0.183,0.336,0.0,0.0,18.085
2022-05-23,2.232e-06,2.299,0.419,0.089,0.109,0.0,13.534,2.226e-06,2.312,0.416,0.089,0.109,0.0,13.283,0.05482,4.08,0.0,0.329,0.0,0.0,12.645
2022-05-24,1.359e-06,3.233,0.041,0.088,0.108,0.0,13.131,1.356e-06,3.251,0.041,0.088,0.108,0.0,12.073,0.05278,3.737,0.0,0.324,0.0,0.0,11.663
2022-05-25,9.107e-07,3.417,0.005,0.086,0.106,0.0,13.121,9.091e-07,3.436,0.005,0.086,0.106,0.0,13.312,0.05083,3.558,0.0,0.322,0.0,0.0,13.11
2022-05-26,5.746e-06,2.019,0.013,0.085,0.104,0.0,13.539,5.745e-06,2.029,0.013,0.085,0.104,0.0,15.912,0.04899,2.041,0.013,0.323,0.0,0.0,16.784
2022-05-27,2.195e-05,2.174,0.153,0.089,0.105,0.0,13.925,2.195e-05,2.184,0.151,0.089,0.105,0.0,17.132,0.04725,2.413,0.149,0.327,0.0,0.0,17.474
2022-05-28,5.241e-05,2.319,5.674,0.091,0.108,0.0,13.848,5.21e-05,2.329,5.606,0.091,0.108,0.0,15.476,9.091,2.7,0.183,0.334,0.0,0.0,16.077
2022-05-29,1.51e-06,3.875,0.454,0.089,0.108,0.0,14.034,1.507e-06,3.893,0.449,0.089,0.108,0.0,16.092,0.0,4.442,0.0,0.339,0.0,0.0,15.67
2022-05-30,1.209e-06,2.207,0.045,0.087,0.107,0.0,14.382,1.207e-06,2.216,0.044,0.087,0.107,0.0,17.259,0.0,2.001,0.0,0.341,0.0,0.0,17.715
2022-05-31,9.397e-07,3.484,0.005,0.086,0.105,0.0,14.488,9.389e-07,3.485,0.005,0.086,0.105,0.0,16.759,0.0,3.902,0.0,0.344,0.0,0.0,16.386
2022-06-01,4.763e-06,2.557,0.008,0.085,0.103,0.0,14.179,4.763e-06,2.564,0.008,0.085,0.103,0.0,14.634,0.0,2.848,0.008,0.348,0.0,0.0,15.408
2022-06-02,1.379e-06,2.59,0.0,0.084,0.1,0.0,14.187,1.379e-06,2.597,0.0,0.084,0.1,0.0,14.968,0.0006887,2.792,0.0,0.354,0.0,0.0,15.97
2022-06-03,7.507e-06,3.094,0.025,0.084,0.098,0.0,14.391,7.507e-06,3.102,0.025,0.084,0.098,0.0,16.021,0.001362,3.043,0.025,0.361,0.0,0.0,17.312
2022-06-04,4.283e-07,6.172,0.0,0.083,0.096,0.0,14.539,4.28e-07,6.173,0.0,0.083,0.096,0.0,16.113,0.002,5.89,0.0,0.366,0.0,0.0,14.78
2022-06-05,4.031e-07,4.512,0.0,0.081,0.092,0.0,14.333,4.028e-07,4.513,0.0,0.081,0.092,0.0,14.56,0.002618,4.468,0.0,0.368,0.0,0.0,13.578
2022-06-06,3.785e-07,3.876,0.0,0.078,0.087,0.0,14.438,3.782e-07,3.876,0.0,0.078,0.087,0.0,15.236,0.003202,3.632,0.0,0.366,0.0,0.0,15.126
2022-06-07,7.628e-06,3.382,0.027,0.077,0.083,0.0,14.968,7.627e-06,3.389,0.027,0.077,0.082,0.0,17.67,0.003755,3.127,0.027,0.361,0.0,0.0,18.222
2022-06-08,4.179e-05,2.764,0.347,0.084,0.085,0.0,15.066,4.179e-05,2.77,0.347,0.084,0.085,0.0,16.981,0.004295,3.239,0.347,0.354,0.0,0.0,16.949
2022-06-09,9.048,3.619,8.14,0.095,0.097,0.0,14.675,9.53e-05,3.626,7.981,0.095,0.096,0.0,14.547,0.004775,4.835,0.506,0.345,0.0,0.0,14.112
2022-06-10,4.253e-06,4.138,0.606,0.089,0.1,0.0,14.578,4.247e-06,4.146,0.601,0.089,0.1,0.0,14.769,0.005139,5.025,0.0,0.334,0.0,0.0,14.627
2022-06-11,1.701e-06,5.196,0.06,0.088,0.101,0.0,14.718,1.697e-06,5.197,0.059,0.088,0.101,0.0,15.808,0.005513,4.677,0.0,0.322,0.0,0.0,14.735
2022-06-12,3.934e-06,2.724,0.009,0.086,0.1,0.0,15.031,3.933e-06,2.73,0.009,0.086,0.1,0.0,17.032,0.005849,2.931,0.003,0.31,0.0,0.0,16.888
2022-06-13,7.453e-07,4.783,0.001,0.085,0.099,0.0,15.138,7.444e-07,4.784,0.001,0.085,0.099,0.0,16.845,0.006148,4.91,0.0,0.302,0.0,0.0,15.422
2022-06-14,5.708e-07,5.602,0.0,0.083,0.096,0.0,15.25,5.702e-07,5.603,0.0,0.083,0.096,0.0,16.711,0.00643,4.984,0.0,0.3,0.0,0.0,14.784
2022-06-15,1.13e-06,2.6,0.0,0.08,0.091,0.0,15.438,1.129e-06,2.601,0.0,0.08,0.091,0.0,17.17,0.006704,2.919,0.0,0.303,0.0,0.0,16.701
2022-06-16,1.562e-05,3.179,0.092,0.081,0.089,0.0,15.853,1.562e-05,3.185,0.092,0.081,0.089,0.0,18.684,0.006988,3.092,0.092,0.309,0.0,0.0,18.127
2022-06-17,1.185e-05,4.047,0.059,0.082,0.088,0.0,15.834,1.185e-05,4.054,0.059,0.082,0.087,0.0,17.069,0.007252,5.426,0.059,0.315,0.0,0.0,15.94
2022-06-18,4.557e-06,2.822,0.008,0.081,0.086,0.0,14.989,4.557e-06,2.827,0.008,0.081,0.086,0.0,12.793,0.007507,4.024,0.008,0.32,0.0,0.0,13.074
2022-06-19,7.969e-07,2.806,0.0,0.08,0.084,0.0,14.673,7.967e-07,2.806,0.0,0.08,0.084,0.0,13.07,0.007752,3.608,0.0,0.32,0.0,0.0,14.033
2022-06-20,3.433e-07,3.53,0.0,0.079,0.081,0.0,14.612,3.431e-07,3.53,0.0,0.079,0.081,0.0,14.148,0.007983,3.703,0.0,0.318,0.0,0.0,14.39
2022-06-21,3.193e-06,2.577,0.003,0.077,0.078,0.0,14.662,3.193e-06,2.581,0.003,0.077,0.078,0.0,15.228,0.008197,3.061,0.003,0.313,0.0,0.0,15.419
2022-06-22,2.744e-05,3.147,0.205,0.081,0.079,0.0,14.865,2.744e-05,3.153,0.205,0.081,0.079,0.0,16.464,0.008411,3.666,0.205,0.307,0.0,0.0,16.124
2022-06-23,1.753e-05,3.067,0.11,0.083,0.082,0.0,14.794,1.753e-05,3.072,0.11,0.083,0.082,0.0,15.838,0.008569,3.413,0.11,0.301,0.0,0.0,15.492
2022-06-24,1.23e-06,2.884,0.0,0.082,0.083,0.0,15.167,1.23e-06,2.889,0.0,0.082,0.083,0.0,17.586,0.008699,3.158,0.0,0.294,0.0,0.0,17.049
2022-06-25,3.488e-07,6.211,0.0,0.081,0.083,0.0,15.714,3.486e-07,6.212,0.0,0.081,0.083,0.0,19.236,0.008822,5.526,0.0,0.286,0.0,0.0,16.474
2022-06-26,3.389e-07,7.412,0.0,0.079,0.081,0.0,16.509,3.386e-07,7.413,0.0,0.079,0.081,0.0,21.25,0.008922,5.297,0.0,0.276,0.0,0.0,17.94
2022-06-27,6.118e-05,2.681,0.558,0.087,0.086,0.0,16.586,6.118e-05,2.685,0.557,0.087,0.086,0.0,19.216,0.00906,3.343,0.542,0.267,0.0,0.0,17.544
2022-06-28,3.755e-07,4.497,0.0,0.086,0.089,0.0,16.479,3.752e-07,4.497,0.0,0.086,0.089,0.0,17.69,0.009057,5.798,0.0,0.258,0.0,0.0,15.739
